id_sesion,fecha,spot,altura_ola_m,periodo_s,direccion_swell,viento_kmh,direccion_viento,marea,temp_agua,num_surfistas,valoracion,buena_sesion
S101363,2023-02-01,Zarautz,0.74,4.9,334,8.0,SW,alta,17.1,17,4,No
S100369,2022-10-22,Pantin,0.41,12.2,250,14.0,NW,alta,17.1,19,4,No
S100484,2024-06-03,Sopela,1.76,12.3,345,6.0,SW,baja,19.4,24,5,Yes
S100674,2024-01-20,Somo,1.94,3.3,264,14.9,N,alta,20.4,20,4,No
S101771,2022-10-06,Sopela,2.49,11.0,345,42.1,S,media,16.7,28,4,Yes
S100307,2022-12-21,Somo,0.99,7.3,317,,NE,baja,15.2,23,3,No
S100285,2025-02-13,Rodiles,2.02,11.1,333,7.9,W,media,19.3,33,4,No
S100619,2022-11-04,MUNDAKA,0.73,10.3,293,14.9,SE,alta,21.6,18,3,Yes
S100657,2023-11-30,Somo,0.34,4.1,298,2.1,S,media,14.9,19,3,No
S101188,2023-04-24,Somo,1.62,10.5,306,3.5,NW,alta,19.2,30,4,No
S101252,2024-07-30,Mundaka,0.33,8.9,258,9.9,N,baja, ,18,4,No
S101044,2024-09-27,Pantin,0.96,6.1,325,15.5,SE,baja,16.4,22,3,No
S101920,2023-07-03,Sopela,1.28,5.8,256,5.3,SW,baja,14.0,24,4,No
S100666,2022-11-11,Somo,0.91,10.9,294,27.7,SE,baja,19.3,21,4,No
S100948,2023-08-04,RODILES,0.62,6.6,308,35.1,W,alta,20.4,17,3,No
S100660,2022-10-31,Zarautz ,0.63,11.3,348,5.8,NW,media,17.3,16,4,No
S101616,2024-03-09,Pantin ,4.69,5.4,318,8.8,S,baja,18.2,36,1,No
S100640,2023-06-22,Pantin,3.9,6.9,326,12.4,S,media,18.5,26,3,No
S101748,2024-02-06,Pantin,1.13,8.4,338,12.7,W,alta,18.4,24,3,No
S100097,2024-12-05,Pantin,0.6,10.4,325,7.1,SW,baja,23.0,24,4,No
S101210,2024-07-27,Somo,0.52,11.2,343,,N,media,15.8,22,4,No
S101496,2024-07-18,Somo,2.08,11.2,284,20.9,N,media,22.7,35,4,No
S101153,2024-09-08,Rodiles,1.24,5.0,360,7.4,SE,media,17.8,19,4,Yes
S100139,2023-10-09,Sopela,1.47,9.1,256,28.1,E,baja,15.3,21,4,No
S100797,2024-05-15,Sopela,3.53,13.5,293,5.0,N,baja,17.2,37,3,No
S101933,2023-11-23,Rodiles,0.45,6.9,305,13.9,NW,alta,20.6,23,3,No
S101870,2022-11-02,Mundaka,2.67,10.5,262,16.0,SE,media,19.9,35,3,Yes
S101355,2024-01-28,Sopela,1.07,9.8,326,12.4,S,alta,13.8,26,4,Yes
S101636,2023-01-09,Mundaka,2.68,13.4,312,19.3,NW,baja,13.4,25,3,No
S101138,2023-03-22,Pantin,0.88,11.4,250,14.2,N,alta,16.1,13,4,Yes
S101179,2023-05-22,Mundaka,1.31,8.4,330,12.0,E,alta,18.3,29,4,No
S101382,2023-04-02,sopela,0.81,13.1,277,13.2,S,media,13.6,21,4,Yes
S100128,2023-06-15,Somo,0.34,3.8,251,9.1,SE,alta,13.0,12,3,No
S100687,2022-12-03,Somo,1.84,8.3,355,11.7,E,baja,14.4,22,4,No
S101827,2023-08-14,Rodiles ,0.69,6.4,275,20.9,N,alta,19.4,24,3,No
S101260,2023-03-02,Zarautz,3.49,10.7,272,12.8,,media,17.4,29,3,No
S101360,2022-10-26,Mundaka,2.73,13.3,353,4.9,S,media,23.0,24,4,Yes
S100522,2023-01-21,Zarautz,1.45,6.7,333,8.3,NW,media,19.5,25,4,No
S100264,2023-12-30,Rodiles,1.61,15.5,275,4.7,SE,alta,18.2,26,4,Yes
S101741,2023-07-31,Pantin,0.99,8.6,326,5.1,SW,alta,14.9,24,3,No
S101487,2023-12-04,Mundaka,1.87,8.4,346,13.9,W,media,13.8,19,3,No
S101589,2024-01-20,Mundaka,2.21,10.0,300,3.4,N,baja,15.1,30,3,No
S100631,2022-10-28,Zarautz,0.68,8.5,277,7.1,N,baja,13.2,21,4,No
S100498,2023-05-30,Rodiles,1.64,7.3,317,,S,media,20.4,23,4,Yes
S101644,2022-12-06,Mundaka,0.45,3.0,278,11.1,E,baja,20.4,23,3,No
S101352,2023-08-02,Sopela,1.82,9.8,272,,S,alta,21.5,25,4,No
S101691,2023-12-02,Rodiles,1.63,13.3,344,12.7,N,alta,19.4,24,4,No
S101911,2024-02-17,rodiles,0.5,6.0,346,35.1,S,media,14.1,28,3,No
S100432,2023-04-17,PANTIN,0.49,10.9,334,4.8,W,baja,18.2,18,4,Yes
S101156,2024-06-17,mundaka,2.19,3.0,258,2.9,S,baja,13.3,24,4,No
S101470,2024-06-18,Rodiles,1.85,12.2,291,10.6,NE,alta,19.2,20,4,No
S100068,2023-01-13,MUNDAKA,0.5,7.4,281,9.2,N,media,18.8,17,3,No
S100930,2022-11-22,Somo,2.31,13.3,306,10.0,NE,alta,16.3,23,4,No
S100669,2023-07-28,Mundaka,3.77,9.7,321,9.6,SE,media,18.6,32,2,No
S101495,2024-10-28,Sopela,0.84,6.9,283,10.5,S,media,21.2,20,4,Yes
S101940,2024-03-20,Mundaka,0.27,9.0,357,6.9,S,baja,21.2,16,4,No
S100573,2024-03-19,Mundaka,0.2,8.0,360,,SE,media,17.0,15,4,Yes
S100334,2022-10-30,Sopela,1.73,10.6,290,10.4,N,alta,16.9,28,4,No
S100338,2024-08-23,Zarautz,2.21,13.9,294,8.0,W,baja,17.3,33,4,No
S101271,2022-10-26,Mundaka,1.7,11.7,359,18.0,N,baja,14.7,29,4,No
S100664,2024-05-16,Somo,1.47,15.0,279,12.8,SE,alta,13.5,14,5,Yes
S100383,2022-09-25,Zarautz,0.85,8.5,335,10.0,NE,alta,14.1,29,4,No
S100927,2023-05-18,Zarautz,0.2,8.3,347,33.7,N,media,20.6,14,3,No
S100055,2024-10-13,Mundaka,0.88,10.2,259,21.6,N,baja,16.4,26,4,No
S100691,2024-04-27,Pantin,1.22,15.4,349,,NE,alta,15.0,21,4,No
S101965,2024-02-06,Pantin,0.61,16.2,281,9.7,NE,baja, ,19,4,Yes
S101020,2023-12-12,Mundaka,0.93,13.2,267,3.9,SE,baja,16.4,18,4,Yes
S101533,2023-12-06,ZARAUTZ,2.77,7.5,357,21.6,W,baja,16.1,29,3,No
S100717,2024-05-03,Sopela,1.61,7.8,259,21.2,N,alta,17.6,21,3,No
S101680,2023-07-19,Rodiles,0.81,9.8,294,8.4,NW,baja,11.0,16,4,No
S100170,2023-12-30,Mundaka,1.31,9.8,348,6.4,W,media,15.0,32,4,Yes
S101015,2024-08-29,Rodiles,5.0,12.7,327,7.6,NE,alta,17.1,39,1,No
S100951,2023-09-25,ZARAUTZ,0.49,14.2,305,18.8,W,baja,17.6,20,4,No
S100326,2022-10-20,Zarautz,0.65,7.0,319,14.4,N,alta,21.5,18,3,No
S100503,2024-01-11,Rodiles,1.14,13.1,352,6.4,NE,baja,17.5,22,4,No
S101351,2024-10-30,Sopela,1.73,3.9,281,9.6,S,baja,19.5,21,4,No
S100409,2024-12-14,Mundaka,2.3,8.3,332,10.9,SE,alta,17.5,26,4,No
S100892,2022-09-19,Somo,0.24,9.2,257,16.9,NW,baja,16.0,15,3,No
S100297,2024-10-12,Sopela ,0.2,11.8,297,14.6,SE,media,16.4,17,3,No
S101659,2024-03-15,Zarautz,1.07,12.9,308,33.5,N,baja, ,21,3,No
S100824,2023-12-31,Somo,1.23,11.7,355,18.3,SE,alta, ,20,4,Yes
S100755,2024-12-02,Sopela,0.35,12.3,356,14.3,SE,baja,18.5,14,4,No
S100835,2024-08-09,pantin,1.53,4.5,269,7.6,W,media,13.1,23,3,No
S101508,2024-03-21,Rodiles,0.94,12.2,290,5.8,SW,baja,16.9,24,4,Yes
S101886,2023-06-19,SOMO,0.61,6.0,355,28.0,,baja,16.0,25,4,No
S100671,2023-07-14,Somo,1.42,11.8,279,26.4,NW,baja,15.0,20,3,No
S100648,2024-01-09,Rodiles,1.59,10.6,324,20.8,E,media,19.1,23,4,No
S101468,2024-11-22,Pantin,2.68,10.3,329,49.2,S,media,16.3,33,4,No
S101682,2024-10-15,mundaka,1.7,8.7,310,17.8,W,alta,18.8,21,3,No
S101925,2024-05-18,Mundaka,0.51,9.3,307,16.6,S,media,18.0,32,3,No
S101968,2022-09-09,Rodiles,1.68,9.3,276,53.8,S,alta,17.1,31,4,Yes
S101085,2024-11-06,Rodiles,1.74,10.3,306,6.2,N,media,15.9,22,4,No
S100887,2023-07-25,Zarautz ,1.4,9.4,318,,S,alta,16.5,21,4,Yes
S100531,2023-03-25,mundaka,1.7,14.2,284,6.6,SE,baja,17.8,21,4,Yes
S100407,2024-04-07,mundaka,0.58,4.4,312,6.7,SE,media,20.5,20,4,No
S100199,2023-01-31,Rodiles,0.63,12.2,254,4.8,E,media,20.4,23,4,Yes
S100473,2025-01-06,Sopela,1.28,11.3,284,1.1,NW,media,17.7,14,4,No
S100769,2023-03-02,Sopela,0.28,16.8,329,17.1,SW,media,22.9,15,4,Yes
S100728,2022-12-22,SOPELA,0.72,4.5,260,25.1,NW,baja,20.0,19,3,No
S101633,2023-09-21,Rodiles,3.32,7.5,264,10.2,SW,media,16.8,26,3,No
S100216,2023-10-01,Mundaka,1.25,9.4,277,56.0,SE,media,16.3,25,4,Yes
S100253,2024-01-01,Zarautz,2.75,5.9,264,6.2,W,baja,20.8,32,3,No
S100152,2024-04-15,rodiles,1.38,6.7,299,12.8,NW,alta,19.1,23,3,No
S101274,2022-11-05,Pantin,3.05,12.6,329,35.5,NW,alta,17.0,35,3,No
S100921,2023-10-12,Somo,0.87,10.4,335,13.2,SE,alta,14.0,23,4,No
S100925,2022-09-07,RODILES,1.67,4.0,271,40.5,NW,alta,16.5,26,3,No
S101808,2022-12-04,Mundaka ,1.56,12.4,291,20.4,N,media,16.0,26,3,No
S101442,2024-01-23,Rodiles ,0.21,6.3,310,16.1,SE,baja,13.4,15,3,No
S101067,2023-01-26,Somo,2.76,3.5,340,50.7,S,alta,13.5,26,3,No
S100715,2023-11-07,Pantin,1.14,10.5,314,29.9,NE,alta,17.5,25,4,No
S101818,2024-05-16,Mundaka,0.7,10.1,322,15.0,SE,media,20.9,27,4,No
S101454,2024-03-01,Somo,1.43,13.8,255,22.0,NE,baja,15.9,28,4,No
S100530,2022-10-28,Somo,1.19,12.3,285,7.7,S,alta,17.1,17,4,Yes
S101139,2023-06-04,Somo,3.19,11.4,251,10.8,NW,baja,19.2,39,3,No
S101251,2024-01-18,Sopela,0.5,7.4,266,11.8,S,alta,15.8,13,4,No
S100240,2024-04-08,Mundaka,1.82,6.9,315,12.5,SE,media,14.8,21,5,Yes
S101205,2023-11-26,Rodiles,0.21,11.2,279,24.4,SE,baja, ,22,4,No
S101917,2022-12-05,Sopela,0.94,8.7,299,5.0,E,media,17.5,21,4,No
S100187,2025-01-16,Sopela,0.84,6.4,276,29.2,S,media,21.1,22,3,Yes
S100246,2024-08-12,Pantin,1.17,14.8,343,35.6,NE,baja,15.3,17,3,No
S101323,2024-11-26,rodiles,0.8,9.5,293,4.5,SE,alta,18.8,21,4,Yes
S101391,2023-09-17,Somo,0.91,9.6,273,14.4,N,media,19.3,18,4,No
S101042,2024-03-02,Sopela,0.72,13.1,338,17.5,E,baja,16.8,21,3,No
S101277,2024-08-25,Pantin ,0.88,6.1,265,16.2,S,baja,17.5,18,4,No
S100692,2024-09-15,Rodiles,0.8,6.0,336,31.3,SE,baja,17.6,20,3,No
S100302,2023-01-27,Mundaka,0.48,6.7,340,26.5,S,alta,16.1,27,4,No
S100283,2023-02-03,Sopela,0.57,6.9,283,6.7,W,baja,13.3,24,3,No
S101584,2022-09-09,SOMO,2.11,6.8,279,9.9,S,baja,17.0,30,4,No
S100505,2023-05-02,Sopela,1.89,10.9,266,28.3,SE,baja,17.9,24,4,Yes
S101928,2024-12-17,Zarautz,0.3,11.6,333,6.3,E,alta,17.7,21,3,No
S100321,2025-02-01,Mundaka,0.5,8.7,264,31.0,NE,media,19.6,27,3,No
S101476,2025-01-11,sopela,0.81,18.0,334,17.6,NE,alta,16.3,17,4,Yes
S101259,2023-02-18,Pantin,2.65,17.1,332,7.6,E,baja,14.5,25,3,No
S100845,2024-04-16,Mundaka,2.86,14.3,307,24.6,SE,alta,22.1,32,3,Yes
S100621,2024-12-19,Sopela,0.71,11.0,319,9.3,N,media,16.1,16,4,Yes
S101945,2023-12-14,Mundaka,2.12,10.5,311,14.1,SE,media,19.1,26,4,Yes
S101041,2023-12-13,Rodiles,0.83,3.8,261,13.0,SW,alta,15.4,20,3,No
S100122,2024-08-23,Somo,2.79,5.8,334,10.6,SE,baja,17.8,33,4,No
S101390,2025-02-08,Zarautz,0.33,10.1,251,8.7,N,media,19.2,20,3,No
S100510,2023-05-07,rodiles,0.22,11.6,251,11.0,N,baja,18.5,15,3,No
S100280,2022-09-15,Zarautz,0.69,8.1,308,22.0,S,alta,15.3,17,4,No
S101296,2023-05-04,Zarautz,2.17,8.0,271,6.0,W,media,18.1,28,4,Yes
S101455,2023-04-13,Mundaka,1.16,12.2,275,7.4,N,baja,22.4,22,4,No
S101386,2024-08-10,Somo,3.68,7.2,264,38.2,NE,media,18.2,28,2,No
S101833,2023-12-11,Mundaka,99.0,10.0,288,11.7,NW,media,16.1,21,4,No
S101401,2024-11-04,Zarautz,0.48,8.4,306,16.5,SW,media,15.9,23,4,Yes
S101953,2022-10-20,Sopela,2.69,11.2,284,25.9,E,baja,15.0,28,3,No
S100677,2023-05-22,Mundaka,1.41,10.2,257,6.3,E,alta,15.9,27,4,No
S100518,2023-02-23,sopela,3.22,9.5,360,11.7,S,baja,19.9,35,3,No
S101627,2022-10-26,Somo,1.34,10.0,356,,SE,baja,20.1,24,4,Yes
S101509,2023-10-24,Pantin,0.87,6.5,302,23.5,S,alta,17.3,22,4,Yes
S100067,2023-03-27,Sopela,1.09,10.0,273,44.7,W,alta,16.2,25,3,No
S100332,2023-03-28,Zarautz,1.58,6.6,258,7.0,S,alta,20.6,31,4,Yes
S100568,2023-01-23,Somo,1.08,13.4,270,27.7,SE,baja,17.0,22,5,Yes
S100860,2024-06-16,Rodiles,0.65,4.8,331,15.2,S,media,18.4,26,4,Yes
S101196,2023-06-07,PANTIN,1.18,12.5,285,8.5,N,media,14.3,21,4,Yes
S101431,2024-09-19,Zarautz,0.85,7.7,310,18.4,N,baja,19.5,18,4,No
S101095,2025-02-14,Mundaka,1.89,14.7,302,53.2,NE,media,23.0,27,3,No
S100472,2023-10-09,sopela,2.42,14.7,257,24.0,S,media,18.5,30,4,Yes
S100955,2024-11-27,Somo,1.8,14.3,276,35.2,N,baja,20.4,24,3,No
S100511,2024-08-24,Pantin ,1.37,10.1,273,2.7,NW,alta,14.3,22,4,No
S100477,2023-07-17,Mundaka,0.62,9.3,316,10.6,SE,baja,18.1,17,4,No
S100899,2024-09-09,SOMO,3.36,15.3,257,31.7,NW,media,12.2,36,3,No
S101399,2023-09-23,Zarautz,0.59,12.2,338,42.9,SW,alta,13.2,16,5,Yes
S100318,2023-10-25,Rodiles,1.39,10.2,273,13.2,S,alta,16.4,38,4,Yes
S101586,2024-09-13,Pantin,0.2,7.7,358,16.8,E,baja,16.8,12,4,No
S101717,2024-05-28,Sopela,0.47,10.5,321,8.9,S,baja,17.6,24,4,No
S101200,2024-05-06,rodiles,0.38,7.4,293,17.5,NW,baja,23.0,24,4,No
S100581,2023-07-15,Rodiles,1.18,13.0,296,14.9,W,baja, ,25,4,No
S100132,2024-12-01,mundaka,1.69,7.1,280,,W,baja,15.0,19,3,No
S101723,2022-09-26,Pantin,1.71,6.7,312,8.8,S,baja,16.5,20,4,No
S100841,2024-10-14,Somo,2.32,10.2,353,18.1,,baja,23.0,25,4,No
S100804,2023-10-02,Pantin,0.76,10.2,271,15.1,NW,baja,16.2,23,4,No
S101168,2023-08-25,Rodiles,1.04,15.6,356,1.9,N,media,13.7,24,4,Yes
S101949,2022-11-08,Zarautz,1.46,11.9,258,12.7,N,media,18.3,19,4,Yes
S100368,2022-09-24,Mundaka ,0.26,9.5,317,18.0,N,media,20.4,22,3,No
S100732,2024-02-10,Rodiles,1.01,11.7,301,16.8,SW,baja,19.5,19,4,Yes
S101768,2023-05-14,Mundaka,0.81,13.4,344,,S,media,20.5,20,4,Yes
S100125,2023-04-09,Somo,2.61,8.6,296,39.6,NW,alta,18.0,34,3,No
S101581,2023-03-19,Zarautz,0.93,9.3,351,13.8,E,baja,20.7,20,4,No
S101039,2024-07-20,Pantin,0.96,11.5,269,18.1,,baja,18.0,17,5,Yes
S100256,2024-03-15,Pantin,2.47,7.8,264,15.3,NW,alta,15.9,20,3,No
S101966,2023-03-08,Sopela,2.15,10.7,311,6.0,E,media,16.5,20,4,Yes
S101575,2022-12-25,Zarautz,3.27,12.2,337,17.5,NE,baja,18.4,34,4,No
S100289,2024-09-14,Sopela,1.09,13.8,288,2.1,N,media,15.7,25,4,Yes
S100777,2023-10-01,Mundaka,0.25,9.5,336,19.0,W,alta,18.1,21,4,No
S100081,2023-08-08,Sopela,0.95,16.1,274,28.6,SE,baja,18.5,19,4,Yes
S100053,2023-04-29,sopela,1.27,7.5,326,19.6,NW,alta,17.9,21,3,No
S101425,2025-02-10,Pantin,0.58,6.6,334,5.9,NE,alta,14.5,22,4,No
S101078,2023-03-27,Sopela,1.71,14.3,327,35.5,NW,alta,16.7,27,4,No
S100557,2023-06-19,Rodiles,1.89,10.9,337,4.2,NW,baja,18.1,20,3,No
S100040,2023-08-25,mundaka,2.42,5.0,266,45.1,N,media,21.0,23,2,No
S101127,2023-02-14,Somo,0.67,6.5,305,26.2,SE,baja,16.7,23,3,No
S100261,2023-09-20,Zarautz,1.27,8.0,359,27.5,W,baja,19.7,23,3,No
S101601,2022-09-15,Pantin,1.01,11.9,273,3.1,NE,media,15.2,29,4,No
S101172,2025-02-10,Sopela,2.33,8.2,303,19.9,NW,alta,14.6,22,4,No
S100083,2024-12-10,Pantin,0.39,11.3,355,22.9,N,alta,20.0,22,4,No
S101887,2024-03-01,Sopela,1.62,11.2,325,18.9,NW,media,12.7,25,3,No
S101266,2024-07-28,Mundaka,0.53,8.6,316,30.7,W,baja,13.7,16,3,No
S101955,2023-01-04,Sopela,2.99,7.6,289,31.0,NW,baja,15.6,34,2,No
S101330,2023-04-14,Sopela,99.0,8.5,323,25.1,S,baja,14.4,18,4,No
S100030,2024-10-28,Sopela,0.69,5.7,250,14.1,NE,baja,17.1,18,4,No
S100513,2022-12-01,Pantin,1.28,15.2,272,16.0,E,alta,16.2,23,4,No
S101316,2024-04-30,Pantin ,0.9,10.4,288,12.5,N,alta,21.4,22,3,No
S101295,2023-08-17,SOMO,0.6,9.9,270,31.7,S,baja,16.5,16,4,Yes
S101673,2024-05-10,Pantin,0.76,10.2,274,34.8,E,media,20.3,17,4,No
S101016,2024-03-04,Sopela,0.37,5.7,265,,N,baja,14.3,22,3,No
S101529,2022-10-23,Rodiles,0.63,13.9,322,13.4,S,alta,17.8,21,4,Yes
S101303,2023-03-09,Rodiles,1.26,10.4,261,10.1,E,baja,15.8,20,3,No
S101591,2024-04-10,Sopela,1.05,9.1,354,10.8,NE,alta,17.8,20,3,No
S100945,2024-01-11,Mundaka,0.4,14.6,298,24.9,E,baja,15.4,24,3,No
S101049,2023-11-30,Mundaka,0.5,15.7,334,17.0,NE,media,14.9,21,4,No
S101832,2023-08-30,Somo,1.73,7.6,255,17.0,N,alta,11.8,30,3,No
S101872,2023-10-09,SOMO,0.28,10.6,347,6.9,E,media,15.1,19,3,No
S100048,2023-02-05,Pantin,2.75,6.7,357,42.8,SE,baja,18.2,23,3,No
S101189,2022-10-10,Mundaka,1.02,7.5,340,16.5,W,alta,16.9,21,4,Yes
S101853,2023-12-27,Mundaka,0.74,11.2,284,5.1,S,baja,16.0,20,4,Yes
S100467,2022-11-29,Somo,2.54,14.4,252,18.2,S,media,15.3,28,5,Yes
S100153,2023-07-01,zarautz,1.01,11.9,330,9.6,NE,alta,17.8,18,4,No
S101567,2023-03-23,somo,0.39,9.9,330,5.2,S,media,19.4,15,3,No
S101873,2023-07-06,Rodiles,1.07,13.0,360,12.1,S,baja,12.4,20,4,No
S100394,2024-02-03,Pantin,0.68,10.0,301,10.4,NE,media,17.7,18,4,No
S100123,2023-10-03,Sopela ,0.56,10.8,251,18.0,SW,baja,19.4,17,4,No
S100355,2023-07-26,RODILES,1.28,11.4,276,6.4,E,baja,20.0,24,3,No
S100134,2024-04-09,Pantin,0.75,13.0,254,12.1,NW,alta,17.2,23,3,No
S100268,2023-05-05,Somo,0.5,11.6,328,36.2,N,alta,13.8,16,3,No
S100385,2024-01-12,MUNDAKA,2.01,13.3,358,,NE,baja,17.2,25,4,No
S100609,2024-06-08,Rodiles,3.08,14.7,271,13.4,S,baja,18.6,29,4,No
S100220,2023-05-12,MUNDAKA,0.72,11.9,336,8.7,SW,alta,18.0,20,4,Yes
S100041,2023-08-20,Pantin,1.37,9.6,266,0.8,S,baja,14.3,21,4,Yes
S100219,2024-12-22,RODILES,1.05,11.9,291,22.0,SE,baja,17.1,21,4,Yes
S100597,2023-11-06,Pantin ,1.39,9.0,259,4.1,NE,alta,19.5,24,4,No
S101256,2024-12-02,Zarautz,2.03,9.6,261,2.1,SE,alta, ,27,4,Yes
S101385,2022-11-23,Zarautz,0.4,9.7,320,9.8,N,media,19.5,17,3,No
S100680,2023-02-16,Pantin,1.89,9.5,276,6.9,SE,baja,13.9,21,5,Yes
S101477,2024-08-17,Sopela ,0.48,5.4,344,17.9,N,media,17.5,27,3,No
S101906,2024-07-07,Zarautz,1.27,6.0,348,20.0,,baja,17.7,17,3,No
S101497,2023-06-06,Pantin ,0.56,8.2,334,31.2,E,media,16.9,17,2,No
S100541,2025-01-11,Mundaka,2.32,12.2,330,15.9,NW,media,17.4,30,4,No
S101048,2024-08-20,pantin,1.33,5.3,258,9.8,NE,media,20.9,23,3,No
S101839,2023-09-23,SOMO,0.79,6.3,296,45.4,S,alta,15.3,21,4,No
S101515,2023-05-09,Rodiles,0.32,7.4,325,19.1,NE,baja,15.6,23,3,No
S101880,2023-07-21,Sopela ,0.64,9.4,299,15.0,W,alta,16.9,20,4,No
S101700,2023-12-21,Zarautz,1.03,15.8,268,13.4,W,alta,17.3,24,4,Yes
S101783,2024-04-19,Rodiles,1.29,9.8,357,28.9,S,baja,15.3,26,4,No
S101765,2024-06-03,Rodiles,0.2,9.5,279,32.6,S,media,15.3,19,4,No
S100992,2023-03-27,Zarautz,0.36,4.0,270,4.6,W,alta,18.1,26,3,No
S101089,2023-06-25,Mundaka,1.19,13.6,274,,N,media,17.8,19,4,No
S101576,2024-12-12,Somo,3.63,10.0,319,8.7,NW,baja,19.7,36,2,No
S101958,2025-01-18,Somo,0.8,8.5,270,34.9,NW,baja,19.6,23,3,No
S101785,2023-12-09,Zarautz,2.45,8.4,286,6.0,N,baja,18.7,27,4,No
S101228,2024-12-03,MUNDAKA,2.94,11.1,351,4.1,SE,baja,20.3,42,4,Yes
S101820,2023-01-20,Zarautz,0.95,5.5,303,14.4,E,alta,15.4,26,3,No
S100976,2024-08-12,Mundaka,2.76,12.2,259,15.2,S,baja,17.1,30,4,No
S101464,2023-10-09,Rodiles,0.94,10.8,276,6.3,E,media,15.5,20,4,No
S101807,2023-12-22,Sopela,1.46,3.9,346,18.6,SW,media,15.4,27,3,No
S100336,2023-12-31,Rodiles ,1.04,9.5,265,29.0,NE,media,20.6,32,3,No
S100232,2023-01-15,Mundaka ,1.01,9.3,337,44.2,S,baja,18.9,20,4,Yes
S101002,2025-01-20,Somo,1.66,11.6,306,8.4,W,alta,15.4,18,3,No
S101421,2024-10-20,Rodiles ,1.61,10.2,304,7.9,W,media,13.9,31,5,Yes
S100158,2024-07-27,Somo,5.0,10.6,298,3.4,SW,media,20.8,37,2,No
S100468,2023-12-07,Zarautz,0.35,7.6,350,11.5,N,baja,17.5,21,4,No
S101280,2024-04-03,Pantin,0.84,9.1,342,3.1,SE,alta,16.4,21,4,Yes
S101617,2024-12-21,Somo,0.72,6.9,311,11.5,NW,media,17.2,12,4,No
S101072,2024-02-29,Pantin,0.34,3.3,312,16.4,S,media,18.3,28,4,Yes
S101050,2025-02-09,Somo,1.31,13.0,299,14.9,S,alta,23.0,31,5,Yes
S101124,2022-11-08,Rodiles,2.1,8.3,345,14.7,E,alta,15.2,22,5,Yes
S100585,2024-02-04,Rodiles,0.2,10.1,292,14.0,W,media,13.5,14,3,No
S100205,2025-01-11,ZARAUTZ,1.1,10.8,359,6.7,S,media,20.4,18,4,Yes
S100003,2024-02-17,sopela,0.2,11.8,302,8.1,S,baja,21.5,18,4,Yes
S100882,2024-07-17,Sopela,0.2,13.5,317,20.3,SE,baja,19.9,19,3,No
S101697,2023-04-01,MUNDAKA,0.93,12.3,334,45.1,S,alta,15.3,19,4,No
S101128,2023-05-22,somo,0.4,8.5,340,5.8,,media,18.3,20,4,Yes
S101843,2024-10-20,Rodiles,0.81,16.1,357,17.7,SE,alta,16.3,21,5,Yes
S101578,2024-03-12,mundaka,0.71,10.3,353,14.4,SE,media,18.8,27,4,Yes
S101705,2023-07-28,Rodiles,1.27,8.3,254,60.0,S,alta,14.3,23,4,No
S100693,2024-08-16,Rodiles,0.28,9.0,346,15.6,NW,media,15.1,24,4,No
S101671,2023-10-01,Somo,1.55,13.2,328,18.3,SE,baja,18.0,24,5,Yes
S101794,2022-10-05,Sopela,0.91,9.0,335,,S,baja,19.2,22,3,No
S100714,2024-12-20,Rodiles,0.66,14.2,288,11.5,S,baja,22.1,30,4,Yes
S100946,2023-10-27,Rodiles ,1.07,11.4,316,58.9,N,media,16.0,26,3,No
S101133,2024-10-14,Pantin,1.18,11.3,282,23.5,,media,13.2,21,4,No
S101998,2022-12-28,Zarautz,0.92,11.3,275,28.5,W,alta,18.4,24,3,No
S100883,2023-02-17,Mundaka,1.13,11.4,257,11.1,SE,baja,15.4,17,4,Yes
S101008,2025-01-19,pantin,1.82,10.9,308,20.7,N,media,18.1,28,4,No
S101058,2025-01-18,sopela,0.55,6.5,317,22.1,S,alta,18.3,24,4,No
S101626,2023-03-19,Somo,1.97,8.1,350,5.6,SE,media,20.4,23,4,Yes
S101201,2023-05-17,Sopela,2.13,6.0,267,1.3,SW,alta,18.1,33,4,Yes
S101618,2023-04-19,Mundaka,1.5,3.9,269,36.1,,baja,17.7,26,3,No
S100157,2024-03-01,SOMO,3.05,5.9,258,14.0,SW,baja,11.0,26,3,No
S101681,2024-05-07,Mundaka,1.5,14.8,349,3.2,S,media,17.7,22,4,Yes
S100523,2024-05-19,Pantin,0.92,12.9,306,5.5,N,baja, ,13,4,No
S100462,2023-04-03,Pantin ,1.67,8.6,300,,N,alta,17.1,17,5,No
S100652,2024-12-17,Zarautz,0.95,10.1,349,23.5,NE,media,14.9,24,4,No
S100160,2023-04-03,RODILES,1.48,7.4,261,16.7,W,alta,16.4,19,3,No
S100305,2023-07-16,Mundaka,0.61,6.2,313,23.6,S,alta,14.2,20,4,No
S100656,2024-11-07,Pantin,0.48,11.4,299,13.8,SE,alta,18.8,17,4,No
S100547,2024-05-31,Somo,0.27,6.0,297,4.1,NE,baja,18.9,11,2,No
S100713,2024-01-18,Pantin,1.79,9.4,333,13.5,W,alta,12.6,23,4,No
S100395,2022-11-24,rodiles,0.67,6.1,310,23.6,N,alta,18.5,16,3,No
S100783,2024-05-21,mundaka,1.71,13.6,352,46.1,SE,alta,12.6,17,4,Yes
S100399,2024-12-17,Zarautz,1.35,8.2,289,25.5,S,media,15.5,25,5,Yes
S100798,2023-11-05,Zarautz,0.49,10.3,266,16.8,S,media,20.4,22,4,No
